task,team_id,Person-ID (mellon-ID),event_start_time,event_end_time,event_result,Primary code ,Primary Sub-code,Secondary Code,Secondary  Sub-code,Apartment Feature 1,Apartment Feature 2,Apartment Feature 3,Apartment Feature 4 ,Candidate Feature 1,Candidate Feature 2,Candidate Feature 3,Candidate Feature 4,Party Venue Feature 1,Party Venue Feature 2,Party Venue Feature 3,Party Venue Feature 4,Professor Feature 1,Professor Feature 2,Professor Feature 3,Professor Feature 4
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:13:03+00:00,2019-09-28 17:13:03+00:00,Im the only one with the neon orange jacket,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:13:17+00:00,2019-09-28 17:13:17+00:00,I see u,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:13:21+00:00,2019-09-28 17:13:21+00:00,same,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:13:42+00:00,2019-09-28 17:13:42+00:00,gloria can you press next,CM,CM-G,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:21:43+00:00,2019-09-28 17:21:43+00:00,is everyone done?,CM,CM-G,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:21:43+00:00,2019-09-28 17:21:43+00:00,what did you guys put for the last one,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:21:48+00:00,2019-09-28 17:21:48+00:00,Yes,CE,CEC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:21:56+00:00,2019-09-28 17:21:56+00:00,Wait....we got to do it again?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:22:03+00:00,2019-09-28 17:22:03+00:00,i don't think so,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:22:06+00:00,2019-09-28 17:22:06+00:00,yeah but together,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:22:06+00:00,2019-09-28 17:22:06+00:00,With each other,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:22:09+00:00,2019-09-28 17:22:09+00:00,yea,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:22:19+00:00,2019-09-28 17:22:19+00:00,so what could we put ,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:22:21+00:00,2019-09-28 17:22:21+00:00,mine was CBA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:22:23+00:00,2019-09-28 17:22:23+00:00,so what do you guys think,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:22:31+00:00,2019-09-28 17:22:31+00:00,mine was ACB,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:22:35+00:00,2019-09-28 17:22:35+00:00,I put BCA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:22:46+00:00,2019-09-28 17:22:46+00:00,mine was BAC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:23:13+00:00,2019-09-28 17:23:13+00:00,okay let's talk about each one,CE,CEC-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:23:14+00:00,2019-09-28 17:23:14+00:00,Mhmmmmmmmm,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:23:19+00:00,2019-09-28 17:23:19+00:00,I think A is the worst there is nothing very noteworthy besides the flowers,CRF,CRF-F,SSI,SSI-NP,,,,,,,,,known for creative flower arrangements,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:23:32+00:00,2019-09-28 17:23:32+00:00,Very true,SN,SN-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:23:43+00:00,2019-09-28 17:23:43+00:00,flowers?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:23:44+00:00,2019-09-28 17:23:44+00:00,"i also feel like compared to others, A is not too bad",SN,SN-D,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:23:52+00:00,2019-09-28 17:23:52+00:00,wait where does it say flowers,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:23:54+00:00,2019-09-28 17:23:54+00:00,oh wait we have different info,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:23:56+00:00,2019-09-28 17:23:56+00:00,It's pretty bad,SN,SN-D,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:23:59+00:00,2019-09-28 17:23:59+00:00,ohhh,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:24:01+00:00,2019-09-28 17:24:01+00:00,but yes agreed,SN,SN-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:24:08+00:00,2019-09-28 17:24:08+00:00,so A is last ,CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:24:15+00:00,2019-09-28 17:24:15+00:00,which one is the flowers one LOL,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:24:35+00:00,2019-09-28 17:24:35+00:00,"But B, while it has horrible service makes up for in the quality of the location",CRF,CRF-F,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:24:46+00:00,2019-09-28 17:24:46+00:00,That is what I think,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:24:59+00:00,2019-09-28 17:24:59+00:00,BCA?,CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:25:32+00:00,2019-09-28 17:25:32+00:00,but C is also pretty good besides having to bring your own drinks which isn't too bad,SSI,SSI-U,SSI, SSI-NN,,,,,,,,,"patrons must provide own beverages; the venue only provides water, coffee, and tea",,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:25:33+00:00,2019-09-28 17:25:33+00:00,Okay so B is more about location and A is more about setting up the party well,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:25:48+00:00,2019-09-28 17:25:48+00:00,not A I mean C,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:25:55+00:00,2019-09-28 17:25:55+00:00,Yeah,SN,SN-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:26:07+00:00,2019-09-28 17:26:07+00:00,So CBA?,CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:26:29+00:00,2019-09-28 17:26:29+00:00,DO you think that the service but really bad,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:26:41+00:00,2019-09-28 17:26:41+00:00,*would e,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:26:45+00:00,2019-09-28 17:26:45+00:00,*be,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:26:45+00:00,2019-09-28 17:26:45+00:00,im just worried about food poisoning from venue B,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:26:53+00:00,2019-09-28 17:26:53+00:00,but C has bad reception and its lawn is not maintained well,SSI, SSI-NN,,,,,,,,,,,known to have poor cell-phone reception inside the building,lawn surrounding main building is overgrown and poorly maintained,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:26:57+00:00,2019-09-28 17:26:57+00:00,TRUE,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:27:08+00:00,2019-09-28 17:27:08+00:00,food poisoning? ,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:27:11+00:00,2019-09-28 17:27:11+00:00,also B has a excellent chefs,SSI,SSI-NP,,,,,,,,,,,employs two full-time chefs who have been profiled in a local magazine,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:27:27+00:00,2019-09-28 17:27:27+00:00,because for B it says that it received a number of code violations in the last three years for kitchen cleanliness problems.,SSI, SSI-NN,,,,,,,,,,,received a number of code violations in the last three years for kitchen cleanliness problems,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:27:50+00:00,2019-09-28 17:27:50+00:00,mine says they are renowned in the local community,SSI,SSI-NP,,,,,,,,,,,on a list of recommended venues on a community discussion board,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:28:12+00:00,2019-09-28 17:28:12+00:00,so which?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:28:25+00:00,2019-09-28 17:28:25+00:00,CBA?,CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:28:40+00:00,2019-09-28 17:28:40+00:00,Do you guys think B or C  is better,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:28:43+00:00,2019-09-28 17:28:43+00:00,Wait. For B on mine it doesn't say they received any violations,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:28:48+00:00,2019-09-28 17:28:48+00:00,yeah same,SN,SN-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:28:53+00:00,2019-09-28 17:28:53+00:00,we have different info ,CRF,CRF-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:28:55+00:00,2019-09-28 17:28:55+00:00,wait why do we have differnet ones,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:29:02+00:00,2019-09-28 17:29:02+00:00,well some of the same info ,CRF,CRF-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:29:17+00:00,2019-09-28 17:29:17+00:00,oh no wonder,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:29:35+00:00,2019-09-28 17:29:35+00:00,its the same but some things are added or taken away from each ,CRF,CRF-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:29:49+00:00,2019-09-28 17:29:49+00:00,CBA? ,CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:29:56+00:00,2019-09-28 17:29:56+00:00,"CBA or BCA
either is a pretty good choice",CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:30:05+00:00,2019-09-28 17:30:05+00:00,i like CBA more,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:30:21+00:00,2019-09-28 17:30:21+00:00,okay CBA,SN,SN-A,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:30:28+00:00,2019-09-28 17:30:28+00:00,I think B is the best one cuz on mine there's nothing much holding it back,CRF,CRF-F,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:30:41+00:00,2019-09-28 17:30:41+00:00,except horrible staff,SN,SN-D,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:31:02+00:00,2019-09-28 17:31:02+00:00,"Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
There are several trees on the property.
Customers must contribute to the cost of liability insurance.
Has poor lighting in parking lot and along outdoor walkways.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:31:14+00:00,2019-09-28 17:31:14+00:00,This is for B,CE,CEC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:31:17+00:00,2019-09-28 17:31:17+00:00,yours is different than mine,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:31:28+00:00,2019-09-28 17:31:28+00:00,"Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
Has several billboard advertisements around town.
Does not provide a clean-up crew.
Full-time staff members are known to be surly.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:31:30+00:00,2019-09-28 17:31:30+00:00,oh wow B sounds good for yours,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:31:30+00:00,2019-09-28 17:31:30+00:00,"Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
Located on a site that used to be occupied by a large private home.
Does not provide table linens.
Received a number of code violations in the last three years for kitchen cleanliness problems.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:31:33+00:00,2019-09-28 17:31:33+00:00,"Changed ownership approximately 5 years ago.
Has been known to withhold security deposit for no clear, defensible reason.
Has several negative online customer reviews.",SSI, SSI-NN,,,,,,,,,,,changed ownership approximately 5 years ago,"has been known to withhold security deposit for no clear, defensible reason",has several negative online customer reviews,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:31:37+00:00,2019-09-28 17:31:37+00:00,the bad things for B,CE,CEC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:31:55+00:00,2019-09-28 17:31:55+00:00,"Does not provide a clean-up crew.
Full-time staff members are known to be surly",SSI, SSI-NN,,,,,,,,,,,does not provide a clean-up crew,full-time staff members are known to be surly,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:31:57+00:00,2019-09-28 17:31:57+00:00,Alright CBA it is then,CM,CM-S,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:31:58+00:00,2019-09-28 17:31:58+00:00,B,CE,CEC-R,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,176377,2019-09-28 17:32:07+00:00,2019-09-28 17:32:07+00:00,CBA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,193656,2019-09-28 17:32:09+00:00,2019-09-28 17:32:09+00:00,yeah I guess so it looks pretty bad,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,165391,2019-09-28 17:32:10+00:00,2019-09-28 17:32:10+00:00,CBA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,176377_165391_178953_193656,178953,2019-09-28 17:32:23+00:00,2019-09-28 17:32:23+00:00,Alright we good,CM,CM-G,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:13:47+00:00,2019-09-28 21:13:47+00:00,Hi?,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:13:51+00:00,2019-09-28 21:13:51+00:00,Hello,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,184959,2019-09-28 21:14:01+00:00,2019-09-28 21:14:01+00:00,Hey,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:14:05+00:00,2019-09-28 21:14:05+00:00,"Hello, how Y'all doing?",SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:14:22+00:00,2019-09-28 21:14:22+00:00,Good. Feeling like a guinea pig,SMC,SMC-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,184959,2019-09-28 21:14:45+00:00,2019-09-28 21:14:45+00:00,lol $50 gift card though,SMC,SMC-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:14:48+00:00,2019-09-28 21:14:48+00:00,Same. I'm here for free shit,SMC,SMC-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:14:54+00:00,2019-09-28 21:14:54+00:00,same ,SMC,SMC-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:16:26+00:00,2019-09-28 21:16:26+00:00,Thanh you still need to hit next,CM,CM-G,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:21:46+00:00,2019-09-28 21:21:46+00:00,Aight,SESU,SESU-A,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,184959,2019-09-28 21:22:06+00:00,2019-09-28 21:22:06+00:00,Ok lets discuss which one you all think is the best,CE,CEC-S,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:22:21+00:00,2019-09-28 21:22:21+00:00,ok so I guess not everyone has the same info about the venues. can we say which one everyone picked and go from there?,CE,CEC-S,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:22:32+00:00,2019-09-28 21:22:32+00:00,I chose B,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:22:34+00:00,2019-09-28 21:22:34+00:00,I picked A as the best one,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:22:36+00:00,2019-09-28 21:22:36+00:00,B,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,184959,2019-09-28 21:22:43+00:00,2019-09-28 21:22:43+00:00,I chose B A C,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:23:20+00:00,2019-09-28 21:23:20+00:00,"Ok so majority B for #1. Madeline, what made you not choose B? Maybe you know something we dont",SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:24:18+00:00,2019-09-28 21:24:18+00:00,my info said it was really popular with newspapers and stuff but customers left bad reviews and they would withhold security deposits and didn't have much info about the venue itself ,CRF,CRF-F,SSI,SSI-Mi,,,,,,,,,recently had a favorable profile in a local newspaper,has several negative online customer reviews,"has been known to withhold security deposit for no clear, defensible reason",,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:25:03+00:00,2019-09-28 21:25:03+00:00,I dont have those reasons on my list. I see it had a positive review in the paper and nothing about a security deposit.,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:25:32+00:00,2019-09-28 21:25:32+00:00,"The security deposit thing says ""Has been known to withhold security deposit for no clear, defensible reason""",SSI,SSI-RN,,,,,,,,,,,"has been known to withhold security deposit for no clear, defensible reason",,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:25:50+00:00,2019-09-28 21:25:50+00:00,Yeah that sucks...that would be enough to change my reasoning,SSI,SSI-U,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,184959,2019-09-28 21:26:04+00:00,2019-09-28 21:26:04+00:00,didn't even know we had different info. Mine said that there were two full-time chefs and it was just popular overall,SSI, SSI-NN,,,,,,,,,,,employs two full-time chefs who have been profiled in a local magazine,,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:26:17+00:00,2019-09-28 21:26:17+00:00,I have the same info with Minh,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:26:37+00:00,2019-09-28 21:26:37+00:00,I have the chef thing but not the popular overall,SSI,SSI-O,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:26:58+00:00,2019-09-28 21:26:58+00:00,same. it looks like we have to figure out what info only one of us has,CRF,CRF-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,177766,2019-09-28 21:27:06+00:00,2019-09-28 21:27:06+00:00,What made you guys not choose A? most of the info I have is pretty positive ,SESU,SESU-P,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:27:44+00:00,2019-09-28 21:27:44+00:00,"+ Known to have poor acoustics Ã¢Â€Â” limited sound absorption Ã¢Â€Â” in party rooms.
+ Far from the home of the guest of honor.",SSI, SSI-NN,,,,,,,,,,,known to have poor acoustics—limited sound absorption— in party rooms ,far from the home of the guest of honor,,,,,,
PartyVenue,177766_184959_179276_183255,183255,2019-09-28 21:27:51+00:00,2019-09-28 21:27:51+00:00,That's what I got for A,CE,CEC-R,,,,,,,,,,,,,,,,,,
PartyVenue,177766_184959_179276_183255,179276,2019-09-28 21:28:02+00:00,2019-09-28 21:28:02+00:00,Yeah and multiple parties happening at once,SSI, SSI-NN,,,,,,,,,,,can have multiple events going on at the same time—in close proximity to one another,,,,,,,
PartyVenue,177766_184959_179276_183255,184959,2019-09-28 21:28:14+00:00,2019-09-28 21:28:14+00:00,"for me, it was either b or a. b was a bit better. I also got the same info thanh and ricardo",SSI,SSI-O,,,,,,,,,,,,,,,,,,
